"No.","Time","Source","Destination","Protocol","Length","Info"
"1194","11.316899","149.137.44.121","192.168.43.100","UDP","362","8801  >  63805 Len=320"
"1195","11.317214","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1196","11.331906","149.137.44.121","192.168.43.100","UDP","370","8801  >  63805 Len=328"
"1197","11.352317","149.137.44.121","192.168.43.100","UDP","361","8801  >  63805 Len=319"
"1198","11.362716","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1199","11.365964","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1200","11.365964","149.137.44.121","192.168.43.100","UDP","341","8801  >  63805 Len=299"
"1201","11.378651","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1202","11.382101","149.137.44.121","192.168.43.100","UDP","288","8801  >  63805 Len=246"
"1203","11.407112","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1204","11.417116","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1205","11.427619","149.137.44.121","192.168.43.100","UDP","262","8801  >  63805 Len=220"
"1206","11.431810","149.137.44.121","192.168.43.100","UDP","269","8801  >  63805 Len=227"
"1207","11.459709","149.137.44.121","192.168.43.100","UDP","285","8801  >  63805 Len=243"
"1208","11.460786","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1209","11.461145","192.168.43.100","149.137.44.121","UDP","117","63805  >  8801 Len=75"
"1210","11.466867","149.137.44.121","192.168.43.100","UDP","301","8801  >  63805 Len=259"
"1211","11.476513","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1212","11.493978","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1213","11.493978","149.137.44.121","192.168.43.100","UDP","307","8801  >  63805 Len=265"
"1214","11.515748","149.137.44.121","192.168.43.100","UDP","305","8801  >  63805 Len=263"
"1215","11.522709","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1216","11.533261","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1217","11.541121","149.137.44.121","192.168.43.100","UDP","290","8801  >  63805 Len=248"
"1218","11.541734","149.137.44.121","192.168.43.100","UDP","284","8801  >  63804 Len=242"
"1219","11.545460","149.137.44.121","192.168.43.100","UDP","275","8801  >  63805 Len=233"
"1220","11.569527","149.137.44.121","192.168.43.100","UDP","106","8801  >  63805 Len=64"
"1221","11.569886","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1222","11.581001","149.137.44.121","192.168.43.100","UDP","263","8801  >  63805 Len=221"
"1223","11.590975","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1224","11.595371","149.137.44.121","192.168.43.100","UDP","183","8801  >  63805 Len=141"
"1225","11.609926","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1226","11.613370","149.137.44.121","192.168.43.100","UDP","206","8801  >  63805 Len=164"
"1227","11.626637","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1228","11.646630","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1229","11.647050","149.137.44.121","192.168.43.100","UDP","340","8801  >  63805 Len=298"
"1230","11.655862","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1231","11.655862","149.137.44.121","192.168.43.100","UDP","350","8801  >  63805 Len=308"
"1232","11.672186","149.137.44.121","192.168.43.100","UDP","342","8801  >  63805 Len=300"
"1233","11.682683","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1234","11.697223","149.137.44.121","192.168.43.100","UDP","341","8801  >  63805 Len=299"
"1235","11.707298","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1236","11.720131","149.137.44.121","192.168.43.100","UDP","342","8801  >  63805 Len=300"
"1237","11.760906","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1238","11.811771","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1239","11.848896","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1240","11.869340","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1241","11.921497","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1242","11.972793","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1243","12.026848","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1244","12.061013","149.137.44.121","192.168.43.100","UDP","348","8801  >  63805 Len=306"
"1245","12.069012","149.137.44.121","192.168.43.100","UDP","341","8801  >  63805 Len=299"
"1246","12.069012","149.137.44.121","192.168.43.100","UDP","330","8801  >  63805 Len=288"
"1247","12.069012","149.137.44.121","192.168.43.100","UDP","316","8801  >  63805 Len=274"
"1248","12.069012","149.137.44.121","192.168.43.100","UDP","321","8801  >  63805 Len=279"
"1249","12.069434","192.168.43.100","149.137.44.121","UDP","179","63804  >  8801 Len=137"
"1250","12.070924","149.137.44.121","192.168.43.100","UDP","327","8801  >  63805 Len=285"
"1251","12.070924","149.137.44.121","192.168.43.100","UDP","327","8801  >  63805 Len=285"
"1252","12.070924","149.137.44.121","192.168.43.100","UDP","325","8801  >  63805 Len=283"
"1253","12.070924","149.137.44.121","192.168.43.100","UDP","324","8801  >  63805 Len=282"
"1254","12.070924","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1255","12.070924","149.137.44.121","192.168.43.100","UDP","325","8801  >  63805 Len=283"
"1256","12.070924","149.137.44.121","192.168.43.100","UDP","339","8801  >  63805 Len=297"
"1257","12.070924","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1258","12.070924","149.137.44.121","192.168.43.100","UDP","344","8801  >  63805 Len=302"
"1259","12.070924","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1260","12.070924","149.137.44.121","192.168.43.100","UDP","336","8801  >  63805 Len=294"
"1261","12.070924","149.137.44.121","192.168.43.100","UDP","313","8801  >  63805 Len=271"
"1262","12.070924","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1263","12.070924","149.137.44.121","192.168.43.100","UDP","288","8801  >  63805 Len=246"
"1264","12.070924","149.137.44.121","192.168.43.100","UDP","294","8801  >  63805 Len=252"
"1265","12.070924","149.137.44.121","192.168.43.100","UDP","291","8801  >  63805 Len=249"
"1266","12.070924","149.137.44.121","192.168.43.100","UDP","304","8801  >  63805 Len=262"
"1267","12.090903","149.137.44.121","192.168.43.100","UDP","307","8801  >  63805 Len=265"
"1268","12.111444","149.137.44.121","192.168.43.100","UDP","315","8801  >  63805 Len=273"
"1269","12.122793","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1270","12.131310","149.137.44.121","192.168.43.100","UDP","315","8801  >  63805 Len=273"
"1271","12.149953","149.137.44.121","192.168.43.100","UDP","308","8801  >  63805 Len=266"
"1272","12.161766","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1273","12.171165","149.137.44.121","192.168.43.100","UDP","299","8801  >  63805 Len=257"
"1274","12.181573","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1275","12.189774","149.137.44.121","192.168.43.100","UDP","307","8801  >  63805 Len=265"
"1276","12.203127","149.137.44.121","192.168.43.100","UDP","312","8801  >  63805 Len=270"
"1277","12.203357","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1278","12.222796","149.137.44.121","192.168.43.100","UDP","318","8801  >  63805 Len=276"
"1279","12.232776","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1280","12.247071","149.137.44.121","192.168.43.100","UDP","329","8801  >  63805 Len=287"
"1281","12.271807","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1282","12.272011","149.137.44.121","192.168.43.100","UDP","340","8801  >  63805 Len=298"
"1283","12.283920","149.137.44.121","192.168.43.100","UDP","352","8801  >  63805 Len=310"
"1284","12.291960","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1285","12.292366","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1286","12.311851","149.137.44.121","192.168.43.100","UDP","346","8801  >  63805 Len=304"
"1287","12.324932","149.137.44.121","192.168.43.100","UDP","335","8801  >  63805 Len=293"
"1288","12.339484","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1289","12.350502","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1290","12.352055","149.137.44.121","192.168.43.100","UDP","331","8801  >  63805 Len=289"
"1291","12.352715","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1292","12.364881","149.137.44.121","192.168.43.100","UDP","322","8801  >  63805 Len=280"
"1293","12.375465","192.168.43.100","149.137.44.121","UDP","118","63805  >  8801 Len=76"
"1294","12.386546","149.137.44.121","192.168.43.100","UDP","317","8801  >  63805 Len=275"
"1295","12.402917","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1296","12.403209","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1297","12.415787","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1298","12.428022","149.137.44.121","192.168.43.100","UDP","311","8801  >  63805 Len=269"
"1299","12.431167","149.137.44.121","192.168.43.100","UDP","294","8801  >  63805 Len=252"
"1300","12.444766","149.137.44.121","192.168.43.100","UDP","272","8801  >  63805 Len=230"
"1301","12.454756","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1302","12.454983","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1303","12.508674","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1304","12.553241","149.137.44.121","192.168.43.100","UDP","247","8801  >  63805 Len=205"
"1305","12.564069","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1306","12.568779","149.137.44.121","192.168.43.100","UDP","235","8801  >  63805 Len=193"
"1307","12.569583","149.137.44.121","192.168.43.100","UDP","228","8801  >  63805 Len=186"
"1308","12.569811","149.137.44.121","192.168.43.100","UDP","260","8801  >  63805 Len=218"
"1309","12.590032","149.137.44.121","192.168.43.100","UDP","106","8801  >  63805 Len=64"
"1310","12.590303","149.137.44.121","192.168.43.100","UDP","196","8801  >  63805 Len=154"
"1311","12.590303","149.137.44.121","192.168.43.100","UDP","329","8801  >  63805 Len=287"
"1312","12.590303","149.137.44.121","192.168.43.100","UDP","321","8801  >  63805 Len=279"
"1313","12.609354","149.137.44.121","192.168.43.100","UDP","302","8801  >  63805 Len=260"
"1314","12.620607","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1315","12.631372","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1316","12.631672","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1317","12.631672","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1318","12.631672","149.137.44.121","192.168.43.100","UDP","284","8801  >  63804 Len=242"
"1319","12.637112","149.137.44.121","192.168.43.100","UDP","308","8801  >  63805 Len=266"
"1320","12.637343","149.137.44.121","192.168.43.100","UDP","308","8801  >  63805 Len=266"
"1321","12.679681","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1322","12.680557","149.137.44.121","192.168.43.100","UDP","314","8801  >  63805 Len=272"
"1323","12.684113","149.137.44.121","192.168.43.100","UDP","298","8801  >  63805 Len=256"
"1324","12.684378","192.168.43.100","149.137.44.121","UDP","179","63804  >  8801 Len=137"
"1325","12.706867","149.137.44.121","192.168.43.100","UDP","295","8801  >  63805 Len=253"
"1326","12.717680","192.168.43.100","149.137.44.121","UDP","123","50074  >  8801 Len=81"
"1327","12.727751","149.137.44.121","192.168.43.100","UDP","289","8801  >  63805 Len=247"
"1328","12.738689","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1329","12.738749","149.137.44.121","192.168.43.100","UDP","274","8801  >  63805 Len=232"
"1330","12.757271","149.137.44.121","192.168.43.100","UDP","253","8801  >  63805 Len=211"
"1331","12.771231","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1332","12.779515","149.137.44.121","192.168.43.100","UDP","234","8801  >  63805 Len=192"
"1333","12.790581","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1334","12.801825","149.137.44.121","192.168.43.100","UDP","133","8801  >  50074 Len=91"
"1335","12.802065","149.137.44.121","192.168.43.100","UDP","123","8801  >  50074 Len=81"
"1336","12.802065","149.137.44.121","192.168.43.100","UDP","138","8801  >  63805 Len=96"
"1337","12.802128","192.168.43.100","149.137.44.121","WireGuard","151","Transport Data, receiver=0x9B2A1E48, counter=1873780909799243970, datalen=77"
"1338","12.828841","149.137.44.121","192.168.43.100","UDP","132","8801  >  63805 Len=90"
"1339","12.830605","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1340","12.839804","149.137.44.121","192.168.43.100","UDP","130","8801  >  63805 Len=88"
"1341","12.840084","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1342","12.859831","149.137.44.121","192.168.43.100","UDP","130","8801  >  63805 Len=88"
"1343","12.872896","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1344","12.881209","149.137.44.121","192.168.43.100","UDP","130","8801  >  63805 Len=88"
"1345","12.891745","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1346","12.900835","149.137.44.121","192.168.43.100","UDP","131","8801  >  63805 Len=89"
"1347","12.922928","149.137.44.121","192.168.43.100","UDP","130","8801  >  63805 Len=88"
"1348","12.923221","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1349","12.940904","149.137.44.121","192.168.43.100","UDP","131","8801  >  63805 Len=89"
"1350","12.952275","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1351","12.961816","149.137.44.121","192.168.43.100","UDP","130","8801  >  63805 Len=88"
"1352","12.973543","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1353","13.004869","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1354","13.013897","149.137.44.121","192.168.43.100","TLSv1.2","133","Application Data"
"1355","13.014778","192.168.43.100","149.137.44.121","TLSv1.2","104","Application Data"
"1356","13.030877","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1357","13.039807","149.137.44.121","192.168.43.100","TCP","54","443  >  61943 [ACK] Seq=1504 Ack=2167 Win=38706 Len=0"
"1358","13.061555","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1359","13.093882","149.137.44.121","192.168.43.100","UDP","130","8801  >  63805 Len=88"
"1360","13.094198","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1361","13.104371","192.168.43.100","149.137.44.121","UDP","116","63805  >  8801 Len=74"
"1362","13.124861","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1363","13.164868","149.137.44.121","192.168.43.100","UDP","163","8801  >  63805 Len=121"
"1364","13.174897","149.137.44.121","192.168.43.100","UDP","69","8801  >  63804 Len=27"
"1365","13.183891","149.137.44.121","192.168.43.100","UDP","140","8801  >  63805 Len=98"
"1366","13.206879","149.137.44.121","192.168.43.100","UDP","141","8801  >  63805 Len=99"
"1367","13.226868","149.137.44.121","192.168.43.100","UDP","141","8801  >  63805 Len=99"
"1368","13.244821","149.137.44.121","192.168.43.100","UDP","158","8801  >  63805 Len=116"
"1369","13.264898","149.137.44.121","192.168.43.100","UDP","176","8801  >  63805 Len=134"
"1370","13.274888","149.137.44.121","192.168.43.100","TLSv1.2","133","Application Data"
"1371","13.285262","192.168.43.100","149.137.44.121","TLSv1.2","104","Application Data"
"1372","13.313196","149.137.44.121","192.168.43.100","UDP","278","8801  >  63805 Len=236"
"1373","13.313524","149.137.44.121","192.168.43.100","UDP","321","8801  >  63805 Len=279"
"1374","13.321864","149.137.44.121","192.168.43.100","TCP","54","443  >  61943 [ACK] Seq=1583 Ack=2217 Win=38719 Len=0"
"1375","13.331886","149.137.44.121","192.168.43.100","UDP","364","8801  >  63805 Len=322"
"1376","13.376431","149.137.44.121","192.168.43.100","UDP","318","8801  >  63805 Len=276"
"1377","13.389854","149.137.44.121","192.168.43.100","UDP","308","8801  >  63805 Len=266"
"1378","13.390207","149.137.44.121","192.168.43.100","UDP","288","8801  >  63805 Len=246"
"1379","13.450282","149.137.44.121","192.168.43.100","UDP","375","8801  >  63805 Len=333"
"1380","13.450282","149.137.44.121","192.168.43.100","UDP","303","8801  >  63805 Len=261"
"1381","13.452459","149.137.44.121","192.168.43.100","UDP","298","8801  >  63805 Len=256"
"1382","13.452844","192.168.43.100","149.137.44.121","UDP","116","63805  >  8801 Len=74"
"1383","13.478500","149.137.44.121","192.168.43.100","UDP","287","8801  >  63805 Len=245"
"1384","13.498800","149.137.44.121","192.168.43.100","UDP","311","8801  >  63805 Len=269"
"1385","13.520796","149.137.44.121","192.168.43.100","TLSv1.2","133","Application Data"
"1386","13.521078","149.137.44.121","192.168.43.100","UDP","312","8801  >  63805 Len=270"
"1387","13.532139","192.168.43.100","149.137.44.121","TLSv1.2","104","Application Data"
"1388","13.539759","149.137.44.121","192.168.43.100","UDP","304","8801  >  63805 Len=262"
"1389","13.561381","149.137.44.121","192.168.43.100","UDP","308","8801  >  63805 Len=266"
"1390","13.561381","149.137.44.121","192.168.43.100","UDP","280","8801  >  63805 Len=238"
"1391","13.578402","149.137.44.121","192.168.43.100","TCP","54","443  >  61943 [ACK] Seq=1662 Ack=2267 Win=38731 Len=0"
"1392","13.578591","149.137.44.121","192.168.43.100","UDP","106","8801  >  63805 Len=64"
"1393","13.578591","149.137.44.121","192.168.43.100","UDP","361","8801  >  63805 Len=319"
"1394","13.599820","149.137.44.121","192.168.43.100","UDP","358","8801  >  63805 Len=316"
"1395","13.641083","149.137.44.121","192.168.43.100","UDP","365","8801  >  63805 Len=323"
"1396","13.654022","149.137.44.121","192.168.43.100","UDP","343","8801  >  63805 Len=301"
"1397","13.675194","192.168.43.100","149.137.44.121","TLSv1.2","99","Application Data"
"1398","13.694818","149.137.44.121","192.168.43.100","UDP","328","8801  >  63805 Len=286"
"1399","13.695018","149.137.44.121","192.168.43.100","UDP","331","8801  >  63805 Len=289"
"1400","13.705161","149.137.44.121","192.168.43.100","UDP","350","8801  >  63805 Len=308"
"1401","13.722857","149.137.44.121","192.168.43.100","UDP","345","8801  >  63805 Len=303"
"1402","13.723192","149.137.44.121","192.168.43.100","TCP","54","443  >  61943 [ACK] Seq=1662 Ack=2312 Win=38742 Len=0"
"1403","13.781868","149.137.44.121","192.168.43.100","UDP","333","8801  >  63805 Len=291"
"1404","13.782152","149.137.44.121","192.168.43.100","TLSv1.2","110","Application Data"
"1405","13.782152","149.137.44.121","192.168.43.100","UDP","330","8801  >  63805 Len=288"
"1406","13.782152","149.137.44.121","192.168.43.100","UDP","332","8801  >  63805 Len=290"
"1407","13.782289","192.168.43.100","149.137.44.121","UDP","117","63805  >  8801 Len=75"
"1408","13.782512","192.168.43.100","149.137.44.121","TLSv1.2","128","Application Data"
"1409","13.785597","149.137.44.121","192.168.43.100","UDP","1079","8801  >  63804 Len=1037"
"1410","13.796094","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1411","13.805923","149.137.44.121","192.168.43.100","UDP","1079","8801  >  63804 Len=1037"
"1412","13.812726","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1413","13.840781","149.137.44.121","192.168.43.100","TLSv1.2","99","Application Data"
"1414","13.840997","149.137.44.121","192.168.43.100","UDP","316","8801  >  63805 Len=274"
"1415","13.852083","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1416","13.892410","192.168.43.100","149.137.44.121","TCP","54","61943  >  443 [ACK] Seq=2386 Ack=1763 Win=510 Len=0"
"1417","13.894015","149.137.44.121","192.168.43.100","UDP","313","8801  >  63805 Len=271"
"1418","13.895435","149.137.44.121","192.168.43.100","UDP","311","8801  >  63805 Len=269"
"1419","13.895435","149.137.44.121","192.168.43.100","UDP","1079","8801  >  63804 Len=1037"
"1420","13.895435","149.137.44.121","192.168.43.100","UDP","323","8801  >  63805 Len=281"
"1421","13.895435","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1422","13.895435","149.137.44.121","192.168.43.100","UDP","311","8801  >  63805 Len=269"
"1423","13.895679","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1424","13.906436","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1425","13.939891","149.137.44.121","192.168.43.100","UDP","319","8801  >  63805 Len=277"
"1426","13.943321","149.137.44.121","192.168.43.100","UDP","1079","8801  >  63804 Len=1037"
"1427","13.943645","149.137.44.121","192.168.43.100","UDP","310","8801  >  63805 Len=268"
"1428","13.943645","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1429","13.943645","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1430","13.943645","149.137.44.121","192.168.43.100","UDP","318","8801  >  63805 Len=276"
"1431","13.965724","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1432","13.973475","149.137.44.121","192.168.43.100","UDP","318","8801  >  63805 Len=276"
"1433","13.973823","149.137.44.121","192.168.43.100","UDP","1079","8801  >  63804 Len=1037"
"1434","14.017695","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1435","14.041340","149.137.44.121","192.168.43.100","UDP","344","8801  >  63805 Len=302"
"1436","14.041340","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1437","14.041340","149.137.44.121","192.168.43.100","UDP","339","8801  >  63805 Len=297"
"1438","14.041340","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1439","14.041340","149.137.44.121","192.168.43.100","UDP","336","8801  >  63805 Len=294"
"1440","14.045901","149.137.44.121","192.168.43.100","UDP","1079","8801  >  63804 Len=1037"
"1441","14.046116","149.137.44.121","192.168.43.100","UDP","322","8801  >  63805 Len=280"
"1442","14.068825","149.137.44.121","192.168.43.100","UDP","321","8801  >  63805 Len=279"
"1443","14.079858","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1444","14.080922","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1445","14.122395","149.137.44.121","192.168.43.100","UDP","292","8801  >  63805 Len=250"
"1446","14.122735","149.137.44.121","192.168.43.100","UDP","1079","8801  >  63804 Len=1037"
"1447","14.122735","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1448","14.122911","192.168.43.100","149.137.44.121","UDP","181","63804  >  8801 Len=139"
"1449","14.124181","149.137.44.121","192.168.43.100","UDP","298","8801  >  63805 Len=256"
"1450","14.124455","149.137.44.121","192.168.43.100","UDP","300","8801  >  63805 Len=258"
"1451","14.177424","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1452","14.177684","192.168.43.100","149.137.44.121","TLSv1.2","132","Application Data"
"1453","14.231412","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1454","14.284457","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1455","14.335502","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1456","14.375399","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1457","14.375859","149.137.44.121","192.168.43.100","UDP","325","8801  >  63805 Len=283"
"1458","14.375859","149.137.44.121","192.168.43.100","UDP","1079","8801  >  63804 Len=1037"
"1459","14.375859","149.137.44.121","192.168.43.100","UDP","310","8801  >  63805 Len=268"
"1460","14.375859","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1461","14.375859","149.137.44.121","192.168.43.100","UDP","309","8801  >  63805 Len=267"
"1462","14.386479","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1463","14.397473","192.168.43.100","149.137.44.121","UDP","181","63804  >  8801 Len=139"
"1464","14.419348","192.168.43.100","149.137.44.121","UDP","123","63804  >  8801 Len=81"
"1465","14.439914","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1466","14.452868","192.168.43.100","149.137.44.121","TCP","132","[TCP Retransmission] 61943  >  443 [PSH, ACK] Seq=2386 Ack=1763 Win=510 Len=78"
"1467","14.470824","149.137.44.121","192.168.43.100","UDP","311","8801  >  63805 Len=269"
"1468","14.479082","149.137.44.121","192.168.43.100","TCP","54","443  >  61943 [ACK] Seq=1763 Ack=2464 Win=38780 Len=0"
"1469","14.479463","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1470","14.479463","149.137.44.121","192.168.43.100","UDP","1087","8801  >  63804 Len=1045"
"1471","14.479463","149.137.44.121","192.168.43.100","UDP","300","8801  >  63805 Len=258"
"1472","14.479721","192.168.43.100","149.137.44.121","UDP","179","63804  >  8801 Len=137"
"1473","14.510934","192.168.43.100","149.137.44.121","UDP","123","63805  >  8801 Len=81"
"1474","14.520589","149.137.44.121","192.168.43.100","UDP","291","8801  >  63805 Len=249"
"1475","14.520952","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1476","14.520952","149.137.44.121","192.168.43.100","TLSv1.2","140","Application Data"
"1477","14.523998","149.137.44.121","192.168.43.100","UDP","279","8801  >  63805 Len=237"
"1478","14.524314","149.137.44.121","192.168.43.100","UDP","1087","8801  >  63804 Len=1045"
"1479","14.524314","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1480","14.527656","149.137.44.121","192.168.43.100","UDP","285","8801  >  63805 Len=243"
"1481","14.528026","149.137.44.121","192.168.43.100","UDP","294","8801  >  63805 Len=252"
"1482","14.528026","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1483","14.528026","149.137.44.121","192.168.43.100","UDP","1087","8801  >  63804 Len=1045"
"1484","14.528026","149.137.44.121","192.168.43.100","UDP","298","8801  >  63805 Len=256"
"1485","14.528678","149.137.44.121","192.168.43.100","UDP","301","8801  >  63805 Len=259"
"1486","14.528678","149.137.44.121","192.168.43.100","UDP","295","8801  >  63805 Len=253"
"1487","14.528678","149.137.44.121","192.168.43.100","UDP","112","8801  >  63804 Len=70"
"1488","14.528678","149.137.44.121","192.168.43.100","UDP","291","8801  >  63805 Len=249"
"1489","14.531769","149.137.44.121","192.168.43.100","UDP","1087","8801  >  63804 Len=1045"
"1490","14.532015","149.137.44.121","192.168.43.100","UDP","306","8801  >  63805 Len=264"
"1491","14.532143","192.168.43.100","149.137.44.121","UDP","69","63804  >  8801 Len=27"
"1492","14.532461","192.168.43.100","149.137.44.121","TLSv1.2","104","Application Data"
"1493","14.534949","149.137.44.121","192.168.43.100","UDP","313","8801  >  63805 Len=271"
"1494","14.535602","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1495","14.535602","149.137.44.121","192.168.43.100","UDP","321","8801  >  63805 Len=279"
"1496","14.535602","149.137.44.121","192.168.43.100","UDP","1079","8801  >  63804 Len=1037"
"1497","14.535602","149.137.44.121","192.168.43.100","UDP","302","8801  >  63805 Len=260"
"1498","14.535602","149.137.44.121","192.168.43.100","UDP","104","8801  >  63804 Len=62"
"1499","14.535602","149.137.44.121","192.168.43.100","UDP","293","8801  >  63805 Len=251"
