No.;Time;;;time 2;time 1;delay;;;delay2;delay 1;jitter
311;2.759.881;2,759881;;2,760235;2,759881;0,000354;;;0;0,000354;-0,000354
312;2.760.235;2,760235;;2,760235;2,760235;0;;;0,003179;0;0,003179
313;2.760.235;2,760235;;2,763414;2,760235;0,003179;;;0,01023;0,003179;0,007051
314;2.763.414;2,763414;;2,773644;2,763414;0,01023;;;0,003092;0,01023;-0,007138
315;2.773.644;2,773644;;2,776736;2,773644;0,003092;;;0,003723;0,003092;0,000631
316;2.776.736;2,776736;;2,780459;2,776736;0,003723;;;0,000496;0,003723;-0,003227
317;2.780.459;2,780459;;2,780955;2,780459;0,000496;;;0,02896;0,000496;0,028464
318;2.780.955;2,780955;;2,809915;2,780955;0,02896;;;0,002731;0,02896;-0,026229
319;2.809.915;2,809915;;2,812646;2,809915;0,002731;;;0,001365;0,002731;-0,001366
320;2.812.646;2,812646;;2,814011;2,812646;0,001365;;;0,009524;0,001365;0,008159
321;2.814.011;2,814011;;2,823535;2,814011;0,009524;;;0,001905;0,009524;-0,007619
322;2.823.535;2,823535;;2,82544;2,823535;0,001905;;;0,000819;0,001905;-0,001086
323;2.825.440;2,82544;;2,826259;2,82544;0,000819;;;0,018721;0,000819;0,017902
324;2.826.259;2,826259;;2,84498;2,826259;0,018721;;;0,000296;0,018721;-0,018425
325;2.844.980;2,84498;;2,845276;2,84498;0,000296;;;0;0,000296;-0,000296
326;2.845.276;2,845276;;2,845276;2,845276;0;;;0,021372;0;0,021372
327;2.845.276;2,845276;;2,866648;2,845276;0,021372;;;0,016514;0,021372;-0,004858
328;2.866.648;2,866648;;2,883162;2,866648;0,016514;;;0,000297;0,016514;-0,016217
329;2.883.162;2,883162;;2,883459;2,883162;0,000297;;;0;0,000297;-0,000297
330;2.883.459;2,883459;;2,883459;2,883459;0;;;0;0;0
331;2.883.459;2,883459;;2,883459;2,883459;0;;;0,000229;0;0,000229
332;2.883.459;2,883459;;2,883688;2,883459;0,000229;;;0,052996;0,000229;0,052767
333;2.883.688;2,883688;;2,936684;2,883688;0,052996;;;0,024617;0,052996;-0,028379
334;2.936.684;2,936684;;2,961301;2,936684;0,024617;;;0,000399;0,024617;-0,024218
335;2.961.301;2,961301;;2,9617;2,961301;0,000399;;;0;0,000399;-0,000399
336;2.961.700;2,9617;;2,9617;2,9617;0;;;0;0;0
337;2.961.700;2,9617;;2,9617;2,9617;0;;;0;0;0
338;2.961.700;2,9617;;2,9617;2,9617;0;;;0,006242;0;0,006242
339;2.961.700;2,9617;;2,967942;2,9617;0,006242;;;0,0003;0,006242;-0,005942
340;2.967.942;2,967942;;2,968242;2,967942;0,0003;;;0,005585;0,0003;0,005285
341;2.968.242;2,968242;;2,973827;2,968242;0,005585;;;0,020265;0,005585;0,01468
342;2.973.827;2,973827;;2,994092;2,973827;0,020265;;;0,006762;0,020265;-0,013503
343;2.994.092;2,994092;;3,000854;2,994092;0,006762;;;0,015201;0,006762;0,008439
344;3.000.854;3,000854;;3,016055;3,000854;0,015201;;;0,000726;0,015201;-0,014475
345;3.016.055;3,016055;;3,016781;3,016055;0,000726;;;0,002586;0,000726;0,00186
346;3.016.781;3,016781;;3,019367;3,016781;0,002586;;;0,03148;0,002586;0,028894
347;3.019.367;3,019367;;3,050847;3,019367;0,03148;;;0,001214;0,03148;-0,030266
348;3.050.847;3,050847;;3,052061;3,050847;0,001214;;;0,000285;0,001214;-0,000929
349;3.052.061;3,052061;;3,052346;3,052061;0,000285;;;0,031635;0,000285;0,03135
350;3.052.346;3,052346;;3,083981;3,052346;0,031635;;;0,000298;0,031635;-0,031337
351;3.083.981;3,083981;;3,084279;3,083981;0,000298;;;0,00584;0,000298;0,005542
352;3.084.279;3,084279;;3,090119;3,084279;0,00584;;;0,00322;0,00584;-0,00262
353;3.090.119;3,090119;;3,093339;3,090119;0,00322;;;0,010552;0,00322;0,007332
354;3.093.339;3,093339;;3,103891;3,093339;0,010552;;;0,000327;0,010552;-0,010225
355;3.103.891;3,103891;;3,104218;3,103891;0,000327;;;0,00015;0,000327;-0,000177
356;3.104.218;3,104218;;3,104368;3,104218;0,00015;;;0,033622;0,00015;0,033472
357;3.104.368;3,104368;;3,13799;3,104368;0,033622;;;0,000355;0,033622;-0,033267
358;3.137.990;3,13799;;3,138345;3,13799;0,000355;;;0,019801;0,000355;0,019446
359;3.138.345;3,138345;;3,158146;3,138345;0,019801;;;0,006771;0,019801;-0,01303
360;3.158.146;3,158146;;3,164917;3,158146;0,006771;;;0,000303;0,006771;-0,006468
361;3.164.917;3,164917;;3,16522;3,164917;0,000303;;;0,000191;0,000303;-0,000112
362;3.165.220;3,16522;;3,165411;3,16522;0,000191;;;0,005416;0,000191;0,005225
363;3.165.411;3,165411;;3,170827;3,165411;0,005416;;;0,022775;0,005416;0,017359
364;3.170.827;3,170827;;3,193602;3,170827;0,022775;;;0,010077;0,022775;-0,012698
365;3.193.602;3,193602;;3,203679;3,193602;0,010077;;;0,021401;0,010077;0,011324
366;3.203.679;3,203679;;3,22508;3,203679;0,021401;;;0,00073;0,021401;-0,020671
367;3.225.080;3,22508;;3,22581;3,22508;0,00073;;;0;0,00073;-0,00073
368;3.225.810;3,22581;;3,22581;3,22581;0;;;0,031837;0;0,031837
369;3.225.810;3,22581;;3,257647;3,22581;0,031837;;;0,01007;0,031837;-0,021767
370;3.257.647;3,257647;;3,267717;3,257647;0,01007;;;0,040395;0,01007;0,030325
371;3.267.717;3,267717;;3,308112;3,267717;0,040395;;;0,020907;0,040395;-0,019488
372;3.308.112;3,308112;;3,329019;3,308112;0,020907;;;0,000811;0,020907;-0,020096
373;3.329.019;3,329019;;3,32983;3,329019;0,000811;;;0;0,000811;-0,000811
374;3.329.830;3,32983;;3,32983;3,32983;0;;;0;0;0
375;3.329.830;3,32983;;3,32983;3,32983;0;;;0;0;0
376;3.329.830;3,32983;;3,32983;3,32983;0;;;0,000684;0;0,000684
377;3.329.830;3,32983;;3,330514;3,32983;0,000684;;;0,001834;0,000684;0,00115
378;3.330.514;3,330514;;3,332348;3,330514;0,001834;;;0,003477;0,001834;0,001643
379;3.332.348;3,332348;;3,335825;3,332348;0,003477;;;0,01083;0,003477;0,007353
380;3.335.825;3,335825;;3,346655;3,335825;0,01083;;;0,000366;0,01083;-0,010464
381;3.346.655;3,346655;;3,347021;3,346655;0,000366;;;0;0,000366;-0,000366
382;3.347.021;3,347021;;3,347021;3,347021;0;;;0;0;0
383;3.347.021;3,347021;;3,347021;3,347021;0;;;0,004618;0;0,004618
384;3.347.021;3,347021;;3,351639;3,347021;0,004618;;;0,008904;0,004618;0,004286
385;3.351.639;3,351639;;3,360543;3,351639;0,008904;;;0,00038;0,008904;-0,008524
386;3.360.543;3,360543;;3,360923;3,360543;0,00038;;;0,005181;0,00038;0,004801
387;3.360.923;3,360923;;3,366104;3,360923;0,005181;;;0,000396;0,005181;-0,004785
388;3.366.104;3,366104;;3,3665;3,366104;0,000396;;;0,01861;0,000396;0,018214
389;3.366.500;3,3665;;3,38511;3,3665;0,01861;;;0;0,01861;-0,01861
390;3.385.110;3,38511;;3,38511;3,38511;0;;;0,010829;0;0,010829
391;3.385.110;3,38511;;3,395939;3,38511;0,010829;;;0,015021;0,010829;0,004192
392;3.395.939;3,395939;;3,41096;3,395939;0,015021;;;0,000286;0,015021;-0,014735
393;3.410.960;3,41096;;3,411246;3,41096;0,000286;;;0,001369;0,000286;0,001083
394;3.411.246;3,411246;;3,412615;3,411246;0,001369;;;0,003412;0,001369;0,002043
395;3.412.615;3,412615;;3,416027;3,412615;0,003412;;;0,022483;0,003412;0,019071
396;3.416.027;3,416027;;3,43851;3,416027;0,022483;;;0,000263;0,022483;-0,02222
397;3.438.510;3,43851;;3,438773;3,43851;0,000263;;;0,026074;0,000263;0,025811
398;3.438.773;3,438773;;3,464847;3,438773;0,026074;;;0,00033;0,026074;-0,025744
399;3.464.847;3,464847;;3,465177;3,464847;0,00033;;;0,024067;0,00033;0,023737
400;3.465.177;3,465177;;3,489244;3,465177;0,024067;;;0,000236;0,024067;-0,023831
401;3.489.244;3,489244;;3,48948;3,489244;0,000236;;;0,010449;0,000236;0,010213
402;3.489.480;3,48948;;3,499929;3,48948;0,010449;;;0,000318;0,010449;-0,010131
403;3.499.929;3,499929;;3,500247;3,499929;0,000318;;;0;0,000318;-0,000318
404;3.500.247;3,500247;;3,500247;3,500247;0;;;0,000307;0;0,000307
405;3.500.247;3,500247;;3,500554;3,500247;0,000307;;;0,018396;0,000307;0,018089
406;3.500.554;3,500554;;3,51895;3,500554;0,018396;;;0,000326;0,018396;-0,01807
407;3.518.950;3,51895;;3,519276;3,51895;0,000326;;;0,010791;0,000326;0,010465
408;3.519.276;3,519276;;3,530067;3,519276;0,010791;;;0,00653;0,010791;-0,004261
409;3.530.067;3,530067;;3,536597;3,530067;0,00653;;;0,00331;0,00653;-0,00322
410;3.536.597;3,536597;;3,539907;3,536597;0,00331;;;0,008898;0,00331;0,005588
411;3.539.907;3,539907;;3,548805;3,539907;0,008898;;;0,010749;0,008898;0,001851
412;3.548.805;3,548805;;3,559554;3,548805;0,010749;;;0,021943;0,010749;0,011194
413;3.559.554;3,559554;;3,581497;3,559554;0,021943;;;0,052218;0,021943;0,030275
414;3.581.497;3,581497;;3,633715;3,581497;0,052218;;;0,051129;0,052218;-0,001089
415;3.633.715;3,633715;;3,684844;3,633715;0,051129;;;0,012069;0,051129;-0,03906
416;3.684.844;3,684844;;3,696913;3,684844;0,012069;;;0,000416;0,012069;-0,011653
417;3.696.913;3,696913;;3,697329;3,696913;0,000416;;;0;0,000416;-0,000416
418;3.697.329;3,697329;;3,697329;3,697329;0;;;0,007717;0;0,007717
419;3.697.329;3,697329;;3,705046;3,697329;0,007717;;;0,000753;0,007717;-0,006964
420;3.705.046;3,705046;;3,705799;3,705046;0,000753;;;0;0,000753;-0,000753
421;3.705.799;3,705799;;3,705799;3,705799;0;;;0;0;0
422;3.705.799;3,705799;;3,705799;3,705799;0;;;0,030656;0;0,030656
423;3.705.799;3,705799;;3,736455;3,705799;0,030656;;;0,003171;0,030656;-0,027485
424;3.736.455;3,736455;;3,739626;3,736455;0,003171;;;0,003391;0,003171;0,00022
425;3.739.626;3,739626;;3,743017;3,739626;0,003391;;;0,000338;0,003391;-0,003053
426;3.743.017;3,743017;;3,743355;3,743017;0,000338;;;0;0,000338;-0,000338
427;3.743.355;3,743355;;3,743355;3,743355;0;;;0,005128;0;0,005128
428;3.743.355;3,743355;;3,748483;3,743355;0,005128;;;0,001053;0,005128;-0,004075
429;3.748.483;3,748483;;3,749536;3,748483;0,001053;;;0,000705;0,001053;-0,000348
430;3.749.536;3,749536;;3,750241;3,749536;0,000705;;;0,012665;0,000705;0,01196
431;3.750.241;3,750241;;3,762906;3,750241;0,012665;;;0,001206;0,012665;-0,011459
432;3.762.906;3,762906;;3,764112;3,762906;0,001206;;;0,005429;0,001206;0,004223
433;3.764.112;3,764112;;3,769541;3,764112;0,005429;;;0,00044;0,005429;-0,004989
434;3.769.541;3,769541;;3,769981;3,769541;0,00044;;;0,020836;0,00044;0,020396
435;3.769.981;3,769981;;3,790817;3,769981;0,020836;;;0,00267;0,020836;-0,018166
436;3.790.817;3,790817;;3,793487;3,790817;0,00267;;;0,004417;0,00267;0,001747
437;3.793.487;3,793487;;3,797904;3,793487;0,004417;;;0,003202;0,004417;-0,001215
438;3.797.904;3,797904;;3,801106;3,797904;0,003202;;;0,011093;0,003202;0,007891
439;3.801.106;3,801106;;3,812199;3,801106;0,011093;;;0,004784;0,011093;-0,006309
440;3.812.199;3,812199;;3,816983;3,812199;0,004784;;;0,003898;0,004784;-0,000886
441;3.816.983;3,816983;;3,820881;3,816983;0,003898;;;0,0332;0,003898;0,029302
442;3.820.881;3,820881;;3,854081;3,820881;0,0332;;;0,010071;0,0332;-0,023129
443;3.854.081;3,854081;;3,864152;3,854081;0,010071;;;0,01174;0,010071;0,001669
444;3.864.152;3,864152;;3,875892;3,864152;0,01174;;;0,000307;0,01174;-0,011433
445;3.875.892;3,875892;;3,876199;3,875892;0,000307;;;0,00315;0,000307;0,002843
446;3.876.199;3,876199;;3,879349;3,876199;0,00315;;;0,00351;0,00315;0,00036
447;3.879.349;3,879349;;3,882859;3,879349;0,00351;;;0,031114;0,00351;0,027604
448;3.882.859;3,882859;;3,913973;3,882859;0,031114;;;0,016941;0,031114;-0,014173
449;3.913.973;3,913973;;3,930914;3,913973;0,016941;;;0,031008;0,016941;0,014067
450;3.930.914;3,930914;;3,961922;3,930914;0,031008;;;0,000385;0,031008;-0,030623
451;3.961.922;3,961922;;3,962307;3,961922;0,000385;;;0;0,000385;-0,000385
452;3.962.307;3,962307;;3,962307;3,962307;0;;;0,007576;0;0,007576
453;3.962.307;3,962307;;3,969883;3,962307;0,007576;;;0,000386;0,007576;-0,00719
454;3.969.883;3,969883;;3,970269;3,969883;0,000386;;;0;0,000386;-0,000386
455;3.970.269;3,970269;;3,970269;3,970269;0;;;8,4E-05;0;8,4E-05
456;3.970.269;3,970269;;3,970353;3,970269;8,4E-05;;;0,005538;8,4E-05;0,005454
457;3.970.353;3,970353;;3,975891;3,970353;0,005538;;;0,008491;0,005538;0,002953
458;3.975.891;3,975891;;3,984382;3,975891;0,008491;;;0,000367;0,008491;-0,008124
459;3.984.382;3,984382;;3,984749;3,984382;0,000367;;;0,020521;0,000367;0,020154
460;3.984.749;3,984749;;4,00527;3,984749;0,020521;;;0,020613;0,020521;9,2E-05
461;4.005.270;4,00527;;4,025883;4,00527;0,020613;;;0,000446;0,020613;-0,020167
462;4.025.883;4,025883;;4,026329;4,025883;0,000446;;;0,000951;0,000446;0,000505
463;4.026.329;4,026329;;4,02728;4,026329;0,000951;;;0,013296;0,000951;0,012345
464;4.027.280;4,02728;;4,040576;4,02728;0,013296;;;0,003509;0,013296;-0,009787
465;4.040.576;4,040576;;4,044085;4,040576;0,003509;;;0,022405;0,003509;0,018896
466;4.044.085;4,044085;;4,06649;4,044085;0,022405;;;0,000487;0,022405;-0,021918
467;4.066.490;4,06649;;4,066977;4,06649;0,000487;;;0,009564;0,000487;0,009077
468;4.066.977;4,066977;;4,076541;4,066977;0,009564;;;0,030456;0,009564;0,020892
469;4.076.541;4,076541;;4,106997;4,076541;0,030456;;;0,007774;0,030456;-0,022682
470;4.106.997;4,106997;;4,114771;4,106997;0,007774;;;0,01053;0,007774;0,002756
471;4.114.771;4,114771;;4,125301;4,114771;0,01053;;;0,010802;0,01053;0,000272
472;4.125.301;4,125301;;4,136103;4,125301;0,010802;;;0,051728;0,010802;0,040926
473;4.136.103;4,136103;;4,187831;4,136103;0,051728;;;0,000227;0,051728;-0,051501
474;4.187.831;4,187831;;4,188058;4,187831;0,000227;;;0,000197;0,000227;-3E-05
475;4.188.058;4,188058;;4,188255;4,188058;0,000197;;;0;0,000197;-0,000197
476;4.188.255;4,188255;;4,188255;4,188255;0;;;0;0;0
477;4.188.255;4,188255;;4,188255;4,188255;0;;;0;0;0
478;4.188.255;4,188255;;4,188255;4,188255;0;;;0;0;0
479;4.188.255;4,188255;;4,188255;4,188255;0;;;0,026125;0;0,026125
480;4.188.255;4,188255;;4,21438;4,188255;0,026125;;;0,003013;0,026125;-0,023112
481;4.214.380;4,21438;;4,217393;4,21438;0,003013;;;0,021379;0,003013;0,018366
482;4.217.393;4,217393;;4,238772;4,217393;0,021379;;;0,000318;0,021379;-0,021061
483;4.238.772;4,238772;;4,23909;4,238772;0,000318;;;0,009377;0,000318;0,009059
484;4.239.090;4,23909;;4,248467;4,23909;0,009377;;;0,017333;0,009377;0,007956
485;4.248.467;4,248467;;4,2658;4,248467;0,017333;;;0,000314;0,017333;-0,017019
486;4.265.800;4,2658;;4,266114;4,2658;0,000314;;;0,013174;0,000314;0,01286
487;4.266.114;4,266114;;4,279288;4,266114;0,013174;;;0,020114;0,013174;0,00694
488;4.279.288;4,279288;;4,299402;4,279288;0,020114;;;0,000411;0,020114;-0,019703
489;4.299.402;4,299402;;4,299813;4,299402;0,000411;;;0,008948;0,000411;0,008537
490;4.299.813;4,299813;;4,308761;4,299813;0,008948;;;0,023511;0,008948;0,014563
491;4.308.761;4,308761;;4,332272;4,308761;0,023511;;;0,010478;0,023511;-0,013033
492;4.332.272;4,332272;;4,34275;4,332272;0,010478;;;0,000193;0,010478;-0,010285
493;4.342.750;4,34275;;4,342943;4,34275;0,000193;;;0,009809;0,000193;0,009616
494;4.342.943;4,342943;;4,352752;4,342943;0,009809;;;0,010039;0,009809;0,00023
495;4.352.752;4,352752;;4,362791;4,352752;0,010039;;;0,041241;0,010039;0,031202
496;4.362.791;4,362791;;4,404032;4,362791;0,041241;;;0,010851;0,041241;-0,03039
497;4.404.032;4,404032;;4,414883;4,404032;0,010851;;;0,000781;0,010851;-0,01007
498;4.414.883;4,414883;;4,415664;4,414883;0,000781;;;0;0,000781;-0,000781
499;4.415.664;4,415664;;4,415664;4,415664;0;;;0,000347;0;0,000347
500;4.415.664;4,415664;;4,416011;4,415664;0,000347;;;0,004346;0,000347;0,003999
501;4.416.011;4,416011;;4,420357;4,416011;0,004346;;;0,010453;0,004346;0,006107
502;4.420.357;4,420357;;4,43081;4,420357;0,010453;;;0,011101;0,010453;0,000648
503;4.430.810;4,43081;;4,441911;4,43081;0,011101;;;0,020775;0,011101;0,009674
504;4.441.911;4,441911;;4,462686;4,441911;0,020775;;;0,012141;0,020775;-0,008634
505;4.462.686;4,462686;;4,474827;4,462686;0,012141;;;0;0,012141;-0,012141
506;4.474.827;4,474827;;4,474827;4,474827;0;;;0;0;0
507;4.474.827;4,474827;;4,474827;4,474827;0;;;0,005999;0;0,005999
508;4.474.827;4,474827;;4,480826;4,474827;0,005999;;;0,01795;0,005999;0,011951
509;4.480.826;4,480826;;4,498776;4,480826;0,01795;;;0,000374;0,01795;-0,017576
510;4.498.776;4,498776;;4,49915;4,498776;0,000374;;;0,019659;0,000374;0,019285
511;4.499.150;4,49915;;4,518809;4,49915;0,019659;;;0,050729;0,019659;0,03107
512;4.518.809;4,518809;;4,569538;4,518809;0,050729;;;0,019375;0,050729;-0,031354
513;4.569.538;4,569538;;4,588913;4,569538;0,019375;;;0,000372;0,019375;-0,019003
514;4.588.913;4,588913;;4,589285;4,588913;0,000372;;;0;0,000372;-0,000372
515;4.589.285;4,589285;;4,589285;4,589285;0;;;0,000122;0;0,000122
516;4.589.285;4,589285;;4,589407;4,589285;0,000122;;;0,005589;0,000122;0,005467
517;4.589.407;4,589407;;4,594996;4,589407;0,005589;;;0,003473;0,005589;-0,002116
518;4.594.996;4,594996;;4,598469;4,594996;0,003473;;;0,006064;0,003473;0,002591
519;4.598.469;4,598469;;4,604533;4,598469;0,006064;;;0,00065;0,006064;-0,005414
520;4.604.533;4,604533;;4,605183;4,604533;0,00065;;;0;0,00065;-0,00065
521;4.605.183;4,605183;;4,605183;4,605183;0;;;0;0;0
522;4.605.183;4,605183;;4,605183;4,605183;0;;;0;0;0
523;4.605.183;4,605183;;4,605183;4,605183;0;;;0,010316;0;0,010316
524;4.605.183;4,605183;;4,615499;4,605183;0,010316;;;0,003154;0,010316;-0,007162
525;4.615.499;4,615499;;4,618653;4,615499;0,003154;;;0,04843;0,003154;0,045276
526;4.618.653;4,618653;;4,667083;4,618653;0,04843;;;0,021824;0,04843;-0,026606
527;4.667.083;4,667083;;4,688907;4,667083;0,021824;;;0,000386;0,021824;-0,021438
528;4.688.907;4,688907;;4,689293;4,688907;0,000386;;;0;0,000386;-0,000386
529;4.689.293;4,689293;;4,689293;4,689293;0;;;0;0;0
530;4.689.293;4,689293;;4,689293;4,689293;0;;;0,031635;0;0,031635
531;4.689.293;4,689293;;4,720928;4,689293;0,031635;;;0,012784;0,031635;-0,018851
532;4.720.928;4,720928;;4,733712;4,720928;0,012784;;;0,000231;0,012784;-0,012553
533;4.733.712;4,733712;;4,733943;4,733712;0,000231;;;0;0,000231;-0,000231
534;4.733.943;4,733943;;4,733943;4,733943;0;;;0,000163;0;0,000163
535;4.733.943;4,733943;;4,734106;4,733943;0,000163;;;0,003541;0,000163;0,003378
536;4.734.106;4,734106;;4,737647;4,734106;0,003541;;;0,007645;0,003541;0,004104
537;4.737.647;4,737647;;4,745292;4,737647;0,007645;;;0;0,007645;-0,007645
538;4.745.292;4,745292;;4,745292;4,745292;0;;;0,019383;0;0,019383
539;4.745.292;4,745292;;4,764675;4,745292;0,019383;;;0,013257;0,019383;-0,006126
540;4.764.675;4,764675;;4,777932;4,764675;0,013257;;;0,004707;0,013257;-0,00855
541;4.777.932;4,777932;;4,782639;4,777932;0,004707;;;0,002394;0,004707;-0,002313
542;4.782.639;4,782639;;4,785033;4,782639;0,002394;;;0,000386;0,002394;-0,002008
543;4.785.033;4,785033;;4,785419;4,785033;0,000386;;;0,028392;0,000386;0,028006
544;4.785.419;4,785419;;4,813811;4,785419;0,028392;;;0,000359;0,028392;-0,028033
545;4.813.811;4,813811;;4,81417;4,813811;0,000359;;;0,010641;0,000359;0,010282
546;4.814.170;4,81417;;4,824811;4,81417;0,010641;;;0,010483;0,010641;-0,000158
547;4.824.811;4,824811;;4,835294;4,824811;0,010483;;;0,010665;0,010483;0,000182
548;4.835.294;4,835294;;4,845959;4,835294;0,010665;;;0,001559;0,010665;-0,009106
549;4.845.959;4,845959;;4,847518;4,845959;0,001559;;;0,000297;0,001559;-0,001262
550;4.847.518;4,847518;;4,847815;4,847518;0,000297;;;0,001044;0,000297;0,000747
551;4.847.815;4,847815;;4,848859;4,847815;0,001044;;;0,000268;0,001044;-0,000776
552;4.848.859;4,848859;;4,849127;4,848859;0,000268;;;0,000381;0,000268;0,000113
553;4.849.127;4,849127;;4,849508;4,849127;0,000381;;;0,000244;0,000381;-0,000137
554;4.849.508;4,849508;;4,849752;4,849508;0,000244;;;0,015279;0,000244;0,015035
555;4.849.752;4,849752;;4,865031;4,849752;0,015279;;;0,000544;0,015279;-0,014735
556;4.865.031;4,865031;;4,865575;4,865031;0,000544;;;0,020834;0,000544;0,02029
557;4.865.575;4,865575;;4,886409;4,865575;0,020834;;;0,003364;0,020834;-0,01747
558;4.886.409;4,886409;;4,889773;4,886409;0,003364;;;0,021154;0,003364;0,01779
559;4.889.773;4,889773;;4,910927;4,889773;0,021154;;;0,000388;0,021154;-0,020766
560;4.910.927;4,910927;;4,911315;4,910927;0,000388;;;0;0,000388;-0,000388
561;4.911.315;4,911315;;4,911315;4,911315;0;;;0;0;0
562;4.911.315;4,911315;;4,911315;4,911315;0;;;0,010647;0;0,010647
563;4.911.315;4,911315;;4,921962;4,911315;0,010647;;;0,000314;0,010647;-0,010333
564;4.921.962;4,921962;;4,922276;4,921962;0,000314;;;0,000571;0,000314;0,000257
565;4.922.276;4,922276;;4,922847;4,922276;0,000571;;;0,002668;0,000571;0,002097
566;4.922.847;4,922847;;4,925515;4,922847;0,002668;;;0,009619;0,002668;0,006951
567;4.925.515;4,925515;;4,935134;4,925515;0,009619;;;0,001686;0,009619;-0,007933
568;4.935.134;4,935134;;4,93682;4,935134;0,001686;;;0,010404;0,001686;0,008718
569;4.936.820;4,93682;;4,947224;4,93682;0,010404;;;0,00069;0,010404;-0,009714
570;4.947.224;4,947224;;4,947914;4,947224;0,00069;;;0,019953;0,00069;0,019263
571;4.947.914;4,947914;;4,967867;4,947914;0,019953;;;0,003493;0,019953;-0,01646
572;4.967.867;4,967867;;4,97136;4,967867;0,003493;;;0,000798;0,003493;-0,002695
573;4.971.360;4,97136;;4,972158;4,97136;0,000798;;;0,000424;0,000798;-0,000374
574;4.972.158;4,972158;;4,972582;4,972158;0,000424;;;0,016671;0,000424;0,016247
575;4.972.582;4,972582;;4,989253;4,972582;0,016671;;;0,004474;0,016671;-0,012197
576;4.989.253;4,989253;;4,993727;4,989253;0,004474;;;0,005544;0,004474;0,00107
577;4.993.727;4,993727;;4,999271;4,993727;0,005544;;;0,008654;0,005544;0,00311
578;4.999.271;4,999271;;5,007925;4,999271;0,008654;;;0,013105;0,008654;0,004451
579;5.007.925;5,007925;;5,02103;5,007925;0,013105;;;0,000436;0,013105;-0,012669
580;5.021.030;5,02103;;5,021466;5,02103;0,000436;;;0,000536;0,000436;1E-04
581;5.021.466;5,021466;;5,022002;5,021466;0,000536;;;0,003766;0,000536;0,00323
582;5.022.002;5,022002;;5,025768;5,022002;0,003766;;;0,009132;0,003766;0,005366
583;5.025.768;5,025768;;5,0349;5,025768;0,009132;;;0,003347;0,009132;-0,005785
584;5.034.900;5,0349;;5,038247;5,0349;0,003347;;;0,000395;0,003347;-0,002952
585;5.038.247;5,038247;;5,038642;5,038247;0,000395;;;0,009454;0,000395;0,009059
586;5.038.642;5,038642;;5,048096;5,038642;0,009454;;;0,004733;0,009454;-0,004721
587;5.048.096;5,048096;;5,052829;5,048096;0,004733;;;0,006614;0,004733;0,001881
588;5.052.829;5,052829;;5,059443;5,052829;0,006614;;;0,000366;0,006614;-0,006248
589;5.059.443;5,059443;;5,059809;5,059443;0,000366;;;0,018498;0,000366;0,018132
590;5.059.809;5,059809;;5,078307;5,059809;0,018498;;;0,010726;0,018498;-0,007772
591;5.078.307;5,078307;;5,089033;5,078307;0,010726;;;0,000633;0,010726;-0,010093
592;5.089.033;5,089033;;5,089666;5,089033;0,000633;;;0,008158;0,000633;0,007525
593;5.089.666;5,089666;;5,097824;5,089666;0,008158;;;0,000222;0,008158;-0,007936
594;5.097.824;5,097824;;5,098046;5,097824;0,000222;;;1,1E-05;0,000222;-0,000211
595;5.098.046;5,098046;;5,098057;5,098046;1,1E-05;;;0;1,1E-05;-1,1E-05
596;5.098.057;5,098057;;5,098057;5,098057;0;;;0,042513;0;0,042513
597;5.098.057;5,098057;;5,14057;5,098057;0,042513;;;0,000346;0,042513;-0,042167
598;5.140.570;5,14057;;5,140916;5,14057;0,000346;;;0,006119;0,000346;0,005773
599;5.140.916;5,140916;;5,147035;5,140916;0,006119;;;0,000274;0,006119;-0,005845
600;5.147.035;5,147035;;5,147309;5,147035;0,000274;;;0;0,000274;-0,000274
601;5.147.309;5,147309;;5,147309;5,147309;0;;;0,000998;0;0,000998
602;5.147.309;5,147309;;5,148307;5,147309;0,000998;;;0,000581;0,000998;-0,000417
603;5.148.307;5,148307;;5,148888;5,148307;0,000581;;;0,001613;0,000581;0,001032
604;5.148.888;5,148888;;5,150501;5,148888;0,001613;;;0,000318;0,001613;-0,001295
605;5.150.501;5,150501;;5,150819;5,150501;0,000318;;;0,00034;0,000318;2,2E-05
606;5.150.819;5,150819;;5,151159;5,150819;0,00034;;;0,015783;0,00034;0,015443
607;5.151.159;5,151159;;5,166942;5,151159;0,015783;;;0,012985;0,015783;-0,002798
608;5.166.942;5,166942;;5,179927;5,166942;0,012985;;;0,017061;0,012985;0,004076
609;5.179.927;5,179927;;5,196988;5,179927;0,017061;;;0,00028;0,017061;-0,016781
610;5.196.988;5,196988;;5,197268;5,196988;0,00028;;;0,000597;0,00028;0,000317
611;5.197.268;5,197268;;5,197865;5,197268;0,000597;;;0,009995;0,000597;0,009398
612;5.197.865;5,197865;;5,20786;5,197865;0,009995;;;0,000352;0,009995;-0,009643
613;5.207.860;5,20786;;5,208212;5,20786;0,000352;;;0,010363;0,000352;0,010011
614;5.208.212;5,208212;;5,218575;5,208212;0,010363;;;0,000266;0,010363;-0,010097
615;5.218.575;5,218575;;5,218841;5,218575;0,000266;;;0,00931;0,000266;0,009044
616;5.218.841;5,218841;;5,228151;5,218841;0,00931;;;0,012573;0,00931;0,003263
617;5.228.151;5,228151;;5,240724;5,228151;0,012573;;;0,024509;0,012573;0,011936
618;5.240.724;5,240724;;5,265233;5,240724;0,024509;;;0,000324;0,024509;-0,024185
